order_id,order_date,Month Name,region,salesperson,category,product,quantity,unit_price,sales_amount,discount,profit,profit_margin_percent,payment_mode
613,13-01-2025,January,East,Sneha,Office Supplies,Printer Paper,2,27116,54232,7754.47,4458.29,8.22,Cash
614,25-10-2025,October,North,Rohit,Office Supplies,Envelope,1,24343,24343,978.77,5447.2,22.38,Net Banking
615,27-03-2026,March,North,Neha,Furniture,Sofa,1,5143,5143,590.78,1526.7,29.69,Net Banking
616,02-02-2026,February,East,Sneha,Electronics,Phone,9,26095,234855,32618.85,29919.81,12.74,Cash
617,11-05-2026,May,South,Anjali,Electronics,Laptop,10,37992,379920,43946.96,28925.46,7.61,Cash
618,15-01-2026,January,West,Kiran,Electronics,Laptop,15,21397,320955,16437.29,57753.06,17.99,Card
619,22-04-2025,April,East,Priya,Appliances,Microwave,2,65950,131900,7453.78,18153.67,13.76,Card
620,29-01-2026,January,North,Kiran,Electronics,Tablet,5,50208,251040,2998.49,66590.87,26.53,Cash
621,01-03-2025,March,West,Anjali,Furniture,Table,6,18943,113658,6262.87,41890.1,36.86,Cash
622,22-03-2026,March,South,Vikram,Furniture,Desk,2,32105,64210,7221.65,4551,7.09,Cash
623,21-01-2025,January,East,Rahul,Electronics,Phone,15,52134,782010,140599.27,107850.47,13.79,Net Banking
624,10-04-2025,April,East,Rahul,Appliances,Washing Machine,6,60046,360276,19293.18,60573.88,16.81,Card
625,06-05-2025,May,East,Sneha,Appliances,Refrigerator,13,50851,661063,25935.2,150188.72,22.72,UPI
626,11-02-2026,February,North,Anjali,Appliances,Air Conditioner,11,59625,655875,51122.02,78649.25,11.99,UPI
627,14-02-2025,February,South,Neha,Electronics,Monitor,14,36373,509222,13125.04,148085.04,29.08,UPI
628,26-05-2026,May,West,Priya,Appliances,Refrigerator,6,44464,266784,23184.38,66980.94,25.11,Card
629,05-10-2025,October,West,Rohit,Furniture,Table,5,946,4730,504.9,992.42,20.98,Cash
630,08-06-2025,June,West,Neha,Electronics,Laptop,8,42942,343536,21240.08,80397.1,23.4,Cash
631,11-07-2025,July,East,Rahul,Electronics,Phone,11,72555,798105,37797.87,297843.08,37.32,Card
632,20-03-2025,March,Central,Sneha,Appliances,Refrigerator,13,21309,277017,25171.99,41764.3,15.08,Card
633,13-01-2025,January,North,Rahul,Furniture,Chair,6,55195,331170,22751.49,58750.86,17.74,Card
634,15-06-2026,June,Central,Rahul,Appliances,Mixer,3,58334,175002,14609.04,51239.11,29.28,Net Banking
635,09-02-2026,February,East,Neha,Electronics,Monitor,13,38344,498472,93907.61,30314.26,6.08,Net Banking
636,19-03-2026,March,East,Rohit,Furniture,Table,13,24590,319670,16218.54,91974.29,28.77,Card
637,30-09-2025,September,West,Meera,Office Supplies,Marker,9,11167,100503,5863.75,22895.56,22.78,Cash
638,27-01-2025,January,East,Meera,Appliances,Air Conditioner,13,34472,448136,48360.12,69905.24,15.6,Card
639,19-11-2025,November,East,Kiran,Appliances,Microwave,15,52703,790545,2693.97,169367,21.42,Cash
640,25-08-2025,August,West,Vikram,Furniture,Table,15,62298,934470,12775.26,162351.65,17.37,Cash
641,27-04-2025,April,North,Kiran,Office Supplies,Printer Paper,13,75815,985595,181002.63,124442.59,12.63,Card
642,23-10-2025,October,East,Rohit,Furniture,Sofa,7,8524,59668,68.3,17029.06,28.54,UPI
643,02-03-2026,March,Central,Arjun,Electronics,Mouse,11,31884,350724,61200.98,53042.67,15.12,UPI
644,18-02-2025,February,West,Neha,Office Supplies,Marker,13,79373,1031849,59577.13,164569.37,15.95,UPI
645,11-06-2026,June,South,Rahul,Office Supplies,Envelope,9,78028,702252,71565.95,150084.59,21.37,Card
646,08-01-2026,January,East,Kiran,Furniture,Sofa,13,69309,901017,163918.46,184931.68,20.52,Net Banking
647,01-02-2025,February,North,Neha,Furniture,Chair,13,60960,792480,138506.48,216314.54,27.3,UPI
648,05-10-2025,October,Central,Anjali,Electronics,Mouse,4,32899,131596,7967.73,24466.6,18.59,Cash
649,02-03-2025,March,Central,Anjali,Furniture,Bookshelf,15,30892,463380,9042.28,120599.53,26.03,Net Banking
650,18-04-2026,April,South,Meera,Furniture,Desk,11,76916,846076,162589.97,18304.41,2.16,Card
651,28-12-2025,December,North,Rohit,Appliances,Air Conditioner,10,44791,447910,31411,62839.08,14.03,UPI
652,20-05-2026,May,East,Neha,Office Supplies,Marker,7,57670,403690,6426.21,157233.08,38.95,Net Banking
653,18-12-2025,December,South,Anjali,Electronics,Mouse,11,54874,603614,89200.88,27964.73,4.63,Net Banking
654,19-12-2025,December,Central,Neha,Electronics,Tablet,7,45367,317569,53958.75,87400.95,27.52,Cash
655,02-05-2025,May,East,Rahul,Office Supplies,Envelope,12,35548,426576,50540.22,74649.01,17.5,UPI
656,02-01-2026,January,Central,Priya,Furniture,Cabinet,6,26004,156024,25598.79,43397.94,27.81,Card
657,30-08-2025,August,East,Sneha,Office Supplies,Stapler,11,53541,588951,105778.92,155224.41,26.36,Card
658,09-08-2025,August,East,Anjali,Furniture,Sofa,6,66451,398706,35205,49464.33,12.41,UPI
659,19-08-2025,August,North,Rahul,Furniture,Table,10,63807,638070,117395.97,16765.71,2.63,UPI
660,10-06-2026,June,South,Anjali,Electronics,Laptop,1,4070,4070,50.24,981.15,24.11,Net Banking
661,01-05-2026,May,North,Anjali,Appliances,Refrigerator,1,54873,54873,4975.79,19433.31,35.42,UPI
662,13-04-2026,April,South,Rahul,Office Supplies,Envelope,9,8505,76545,5776.38,9887.45,12.92,Cash
663,05-03-2026,March,East,Anjali,Furniture,Sofa,1,14186,14186,1621.3,2341.16,16.5,Cash
664,11-01-2025,January,South,Kiran,Electronics,Monitor,6,49974,299844,37105.2,24825.92,8.28,Card
665,26-08-2025,August,North,Anjali,Office Supplies,Pen Set,11,4892,53812,4681.54,17457.16,32.44,Net Banking
666,18-11-2025,November,West,Priya,Appliances,Microwave,15,11242,168630,23696.66,48925.87,29.01,Card
667,04-08-2025,August,West,Priya,Electronics,Tablet,2,20830,41660,1080.35,11999.09,28.8,Cash
668,07-02-2025,February,East,Arjun,Electronics,Laptop,2,20248,40496,4304,4994.46,12.33,Card
669,26-02-2025,February,South,Vikram,Furniture,Desk,1,51567,51567,3827.76,10039.96,19.47,Cash
670,19-05-2025,May,North,Arjun,Office Supplies,Marker,15,27265,408975,69097.32,75329.45,18.42,UPI
671,31-03-2025,March,Central,Priya,Office Supplies,Envelope,1,18911,18911,168.14,5959.51,31.51,UPI
672,27-05-2025,May,Central,Vikram,Appliances,Washing Machine,13,44161,574093,60192.88,166415.57,28.99,UPI
673,31-10-2025,October,South,Rohit,Furniture,Bookshelf,3,45142,135426,9576.1,46069.19,34.02,Cash
674,09-02-2025,February,Central,Arjun,Office Supplies,Notebook,7,61823,432761,56380.18,89813.08,20.75,Cash
675,01-02-2025,February,West,Rahul,Electronics,Laptop,3,66121,198363,28539.93,43391.34,21.87,UPI
676,13-03-2025,March,Central,Sneha,Office Supplies,Notebook,2,79776,159552,3342.62,54742.48,34.31,Net Banking
677,08-08-2025,August,Central,Sneha,Office Supplies,Marker,7,32184,225288,22981.49,52863.71,23.46,UPI
678,07-11-2025,November,Central,Kiran,Electronics,Phone,12,52717,632604,96968.07,125950.51,19.91,Cash
679,17-09-2025,September,North,Arjun,Furniture,Chair,9,39501,355509,49808.55,54264.99,15.26,Net Banking
680,19-10-2025,October,North,Sneha,Electronics,Monitor,11,15203,167233,30689.52,21232.11,12.7,Cash
681,01-01-2025,January,South,Rohit,Office Supplies,Printer Paper,7,33729,236103,26934.93,19665.21,8.33,Cash
682,05-01-2025,January,South,Meera,Electronics,Phone,3,3005,9015,1793.26,2112.64,23.43,Net Banking
683,23-04-2026,April,West,Priya,Furniture,Chair,14,63594,890316,104438.62,294109.2,33.03,Net Banking
684,07-04-2025,April,North,Arjun,Appliances,Microwave,6,25836,155016,7279.77,60580.05,39.08,UPI
685,29-09-2025,September,South,Neha,Office Supplies,Marker,14,1043,14602,1761.1,2135.97,14.63,UPI
686,04-04-2026,April,West,Vikram,Office Supplies,Envelope,4,21331,85324,6330.15,9264.95,10.86,Card
687,05-07-2025,July,South,Neha,Furniture,Desk,9,34597,311373,19056.03,75109.34,24.12,UPI
688,12-04-2025,April,East,Meera,Furniture,Chair,7,1934,13538,2377.34,3148.07,23.25,UPI
689,26-04-2026,April,Central,Kiran,Electronics,Keyboard,6,26890,161340,30553.1,27738.61,17.19,Cash
690,10-02-2026,February,Central,Neha,Furniture,Chair,13,64752,841776,39028.75,155800.55,18.51,Net Banking
691,21-10-2025,October,North,Rahul,Appliances,Refrigerator,14,54428,761992,49177.59,143371.93,18.82,Cash
692,04-07-2025,July,East,Anjali,Appliances,Refrigerator,8,28483,227864,6773.06,83829.25,36.79,Card
693,07-01-2026,January,West,Kiran,Furniture,Desk,5,39248,196240,19420.84,24588.27,12.53,Net Banking
694,24-01-2026,January,South,Rohit,Appliances,Air Conditioner,6,30562,183372,27275.4,46232.93,25.21,Card
695,01-03-2025,March,North,Neha,Electronics,Mouse,1,65347,65347,10669.69,10357.08,15.85,UPI
696,07-11-2025,November,South,Vikram,Appliances,Microwave,13,35209,457717,69440.73,29636.35,6.47,Card
697,04-09-2025,September,East,Sneha,Office Supplies,Notebook,11,34499,379489,39266.83,79415.92,20.93,Net Banking
698,16-03-2025,March,Central,Vikram,Electronics,Mouse,15,54460,816900,17285.52,273164.65,33.44,Net Banking
699,08-01-2026,January,North,Anjali,Electronics,Laptop,10,57934,579340,49634.54,91123.88,15.73,Net Banking
700,13-01-2026,January,West,Arjun,Furniture,Table,10,57551,575510,108046.88,12732.65,2.21,UPI
701,23-06-2026,June,South,Meera,Furniture,Desk,11,37738,415118,17588.12,70705.72,17.03,UPI
702,15-01-2025,January,North,Sneha,Furniture,Chair,4,69018,276072,34939.07,82441.95,29.86,Cash
703,21-03-2025,March,West,Rohit,Appliances,Washing Machine,12,44691,536292,40816.8,153762.25,28.67,Cash
704,03-01-2025,January,Central,Anjali,Electronics,Monitor,3,4884,14652,1379.36,1881.57,12.84,Cash
705,27-04-2025,April,Central,Anjali,Electronics,Monitor,14,76778,1074892,137471.32,315716.19,29.37,Net Banking
706,20-08-2025,August,West,Kiran,Office Supplies,Notebook,14,56531,791434,153775.74,145349.59,18.37,Net Banking
707,26-04-2026,April,East,Vikram,Electronics,Tablet,15,3926,58890,9453.68,2634.98,4.47,Net Banking
708,19-08-2025,August,Central,Rohit,Furniture,Bookshelf,2,71549,143098,22524.48,39730.7,27.76,Cash
709,18-08-2025,August,South,Neha,Appliances,Refrigerator,2,36969,73938,4973.38,9110.5,12.32,Cash
710,13-06-2026,June,West,Rohit,Office Supplies,Pen Set,3,18246,54738,3330,14955.48,27.32,Net Banking
711,26-03-2025,March,West,Arjun,Office Supplies,Marker,2,27075,54150,5569.25,7116.7,13.14,Card
712,15-06-2026,June,North,Neha,Appliances,Refrigerator,12,19841,238092,43456.61,58738.1,24.67,UPI
713,20-05-2025,May,South,Neha,Electronics,Phone,9,4860,43740,926.25,14641.71,33.47,Cash
714,06-10-2025,October,East,Arjun,Electronics,Laptop,7,68471,479297,92926.13,89195.03,18.61,Net Banking
715,09-01-2025,January,Central,Rahul,Furniture,Bookshelf,8,72001,576008,62106.06,138422.65,24.03,UPI
716,31-05-2025,May,North,Anjali,Appliances,Microwave,1,38366,38366,5644.24,1950.34,5.08,UPI
717,13-04-2025,April,South,Arjun,Office Supplies,Stapler,7,18265,127855,7686.42,49625.19,38.81,Cash
718,01-10-2025,October,South,Kiran,Furniture,Table,12,42275,507300,82352.31,140165,27.63,Net Banking
719,23-06-2026,June,North,Sneha,Electronics,Laptop,2,74521,149042,143.8,40353.88,27.08,Card
720,20-11-2025,November,North,Priya,Electronics,Tablet,3,12948,38844,7554.8,2766.51,7.12,UPI
721,25-02-2026,February,South,Priya,Furniture,Bookshelf,9,69748,627732,26487.45,228620.85,36.42,Net Banking
722,20-10-2025,October,North,Rahul,Office Supplies,Printer Paper,14,7008,98112,9076.15,31210.31,31.81,Net Banking
723,11-03-2025,March,South,Meera,Furniture,Desk,15,25349,380235,38904.91,94730.27,24.91,Card
724,27-01-2025,January,West,Kiran,Office Supplies,Pen Set,10,61580,615800,77765.63,66589.23,10.81,Cash
725,08-07-2025,July,West,Arjun,Appliances,Microwave,1,66054,66054,7421.83,20912.74,31.66,UPI
726,06-06-2025,June,Central,Arjun,Furniture,Table,6,39281,235686,34615.74,63977.03,27.15,Card
727,04-01-2025,January,South,Vikram,Office Supplies,Stapler,14,70830,991620,12166.27,381813.28,38.5,Card
728,24-04-2025,April,West,Sneha,Appliances,Air Conditioner,4,57034,228136,32082.34,23910.83,10.48,Cash
729,17-02-2025,February,East,Neha,Electronics,Mouse,2,63926,127852,16542.56,10849.2,8.49,UPI
730,23-08-2025,August,West,Sneha,Electronics,Phone,15,74999,1124985,63690.26,414858.98,36.88,Card
731,20-02-2026,February,Central,Rohit,Appliances,Mixer,8,2983,23864,456.85,4467.62,18.72,Card
732,28-05-2025,May,North,Arjun,Office Supplies,Pen Set,9,3570,32130,5946.39,2156.39,6.71,Card
733,09-03-2026,March,North,Neha,Office Supplies,Pen Set,14,12415,173810,24006.72,38553.21,22.18,Cash
734,07-02-2025,February,East,Sneha,Furniture,Chair,9,42146,379314,46714.07,123557.25,32.57,UPI
735,28-06-2025,June,North,Rahul,Furniture,Desk,10,30039,300390,48983.57,81284.61,27.06,Cash
736,19-12-2025,December,Central,Vikram,Furniture,Bookshelf,2,56728,113456,18223.83,21315.63,18.79,Net Banking
737,31-05-2026,May,North,Rohit,Electronics,Laptop,2,68475,136950,21328.62,8073.76,5.9,Net Banking
738,25-03-2025,March,Central,Sneha,Office Supplies,Stapler,5,45292,226460,28552.01,29368.16,12.97,Cash
739,21-12-2025,December,West,Meera,Furniture,Sofa,12,74875,898500,78974.2,232602.18,25.89,Card
740,23-02-2025,February,South,Vikram,Appliances,Washing Machine,15,4002,60030,7758.12,18333.99,30.54,Card
741,17-09-2025,September,East,Rohit,Furniture,Bookshelf,14,47496,664944,25963.95,138696.57,20.86,Cash
742,31-01-2025,January,West,Rohit,Office Supplies,Notebook,3,7772,23316,2766.74,1971.86,8.46,Cash
743,19-11-2025,November,East,Arjun,Electronics,Mouse,8,55051,440408,49602.23,114793.67,26.07,UPI
744,25-08-2025,August,North,Kiran,Furniture,Table,5,45552,227760,13368.55,36013.54,15.81,UPI
745,17-08-2025,August,Central,Rohit,Appliances,Washing Machine,14,6433,90062,3087.33,14299.27,15.88,UPI
746,06-03-2026,March,East,Neha,Furniture,Desk,3,49844,149532,12458.1,38304.71,25.62,UPI
747,08-06-2026,June,Central,Sneha,Appliances,Washing Machine,4,31900,127600,12875.84,11733.47,9.2,UPI
748,02-06-2026,June,Central,Priya,Electronics,Mouse,5,33160,165800,26116.25,38584.13,23.27,Cash
749,10-07-2025,July,East,Kiran,Furniture,Chair,3,75894,227682,28983.7,72151.31,31.69,Net Banking
750,21-01-2025,January,West,Arjun,Electronics,Monitor,12,15529,186348,26809.19,12969.82,6.96,Card
751,09-11-2025,November,South,Neha,Office Supplies,Printer Paper,11,15603,171633,8528.55,54495.2,31.75,UPI
752,09-08-2025,August,West,Vikram,Appliances,Washing Machine,3,26206,78618,6927.81,20980.39,26.69,Cash
753,01-10-2025,October,Central,Vikram,Electronics,Tablet,14,59618,834652,9491.83,231892.15,27.78,UPI
754,02-02-2025,February,Central,Rohit,Electronics,Mouse,8,45527,364216,11898.53,89714.73,24.63,Net Banking
755,26-01-2026,January,South,Meera,Appliances,Refrigerator,2,76696,153392,26292.88,30965.07,20.19,Card
756,14-05-2026,May,East,Rohit,Appliances,Microwave,7,7132,49924,2371.9,12377.14,24.79,UPI
757,02-08-2025,August,West,Priya,Office Supplies,Pen Set,6,30866,185196,26920.22,26500.72,14.31,Card
758,07-07-2025,July,Central,Sneha,Appliances,Microwave,8,5423,43384,1394.99,13909.28,32.06,Net Banking
759,16-05-2026,May,West,Rohit,Furniture,Cabinet,8,7449,59592,5170.13,17534.2,29.42,UPI
760,06-06-2025,June,West,Sneha,Appliances,Refrigerator,6,62815,376890,30111.16,120357.02,31.93,UPI
761,31-01-2025,January,North,Rohit,Appliances,Microwave,5,69328,346640,61336.71,12611.28,3.64,Card
762,06-07-2025,July,Central,Rohit,Appliances,Refrigerator,9,73576,662184,41656.58,253086.91,38.22,Card
763,04-07-2025,July,East,Vikram,Appliances,Air Conditioner,1,79903,79903,5849.47,26581.98,33.27,Card
764,30-04-2026,April,Central,Arjun,Appliances,Mixer,2,54010,108020,10859.34,26662.09,24.68,Card
765,31-03-2025,March,East,Arjun,Appliances,Air Conditioner,3,62994,188982,18859.86,59151.42,31.3,Cash
766,10-01-2025,January,North,Vikram,Office Supplies,Pen Set,6,38906,233436,5942.59,66850.34,28.64,UPI
767,20-06-2026,June,North,Sneha,Electronics,Keyboard,6,9807,58842,11094.33,13347.58,22.68,Net Banking
768,20-04-2026,April,North,Arjun,Electronics,Laptop,2,48433,96866,16671.46,5212.91,5.38,Cash
769,25-05-2025,May,Central,Anjali,Furniture,Table,7,19596,137172,23859.41,11511.46,8.39,Net Banking
770,06-03-2026,March,Central,Rahul,Appliances,Mixer,1,56102,56102,2423.73,19798.38,35.29,UPI
771,01-11-2025,November,West,Sneha,Furniture,Desk,11,33028,363308,66931.1,20791.38,5.72,UPI
772,12-02-2025,February,North,Arjun,Appliances,Air Conditioner,13,13940,181220,5574.41,51709.26,28.53,Net Banking
773,18-11-2025,November,Central,Priya,Office Supplies,Printer Paper,6,31314,187884,982.12,36742.69,19.56,Card
774,25-03-2026,March,South,Sneha,Office Supplies,Marker,10,61053,610530,22559.69,125703.59,20.59,Cash
775,02-01-2026,January,West,Kiran,Office Supplies,Notebook,2,2848,5696,1117.76,353.61,6.21,Net Banking
776,05-02-2025,February,East,Vikram,Office Supplies,Envelope,3,4560,13680,2010.36,1863.19,13.62,Card
777,31-01-2026,January,Central,Meera,Office Supplies,Printer Paper,3,50937,152811,13436.29,19015.88,12.44,Net Banking
778,28-10-2025,October,South,Anjali,Office Supplies,Pen Set,13,30453,395889,76251.76,32342.41,8.17,Card
779,20-09-2025,September,East,Anjali,Furniture,Bookshelf,14,46449,650286,124748.51,122302.62,18.81,Card
780,03-10-2025,October,West,Rahul,Electronics,Monitor,1,78531,78531,15680.68,19371.89,24.67,Net Banking
781,14-10-2025,October,West,Kiran,Electronics,Laptop,1,66384,66384,12199.35,6140.96,9.25,Card
782,04-05-2025,May,East,Meera,Furniture,Chair,7,14708,102956,10508.73,16896.31,16.41,Card
783,18-03-2025,March,East,Anjali,Furniture,Sofa,8,48794,390352,70195.19,8455.42,2.17,UPI
784,25-05-2025,May,North,Anjali,Office Supplies,Envelope,6,62602,375612,56119.95,50916.1,13.56,UPI
785,07-05-2026,May,East,Priya,Furniture,Bookshelf,13,52478,682214,50222.84,135308.03,19.83,Net Banking
786,03-06-2026,June,South,Anjali,Office Supplies,Envelope,2,34713,69426,8215.44,17069.54,24.59,Card
787,05-02-2025,February,South,Vikram,Office Supplies,Stapler,13,3534,45942,8911.94,1045.88,2.28,UPI
788,28-04-2026,April,North,Neha,Electronics,Phone,9,41278,371502,22658.02,91238.77,24.56,Cash
789,10-02-2026,February,Central,Rahul,Office Supplies,Pen Set,7,44071,308497,14.16,105790.06,34.29,Card
790,02-06-2025,June,West,Anjali,Electronics,Laptop,15,73023,1095345,173841.98,241320.27,22.03,UPI
791,17-02-2026,February,North,Arjun,Office Supplies,Pen Set,11,39031,429341,28306.57,95811.78,22.32,Card
792,13-12-2025,December,North,Sneha,Appliances,Refrigerator,5,45510,227550,18350.94,28032.27,12.32,Cash
793,08-01-2025,January,West,Meera,Office Supplies,Envelope,10,36068,360680,25064.48,72284.83,20.04,Cash
794,02-12-2025,December,East,Priya,Office Supplies,Envelope,13,33456,434928,496.89,82470.36,18.96,Card
795,12-02-2026,February,West,Rohit,Furniture,Sofa,10,525,5250,782.1,319.75,6.09,Cash
796,13-10-2025,October,West,Rahul,Electronics,Monitor,9,69767,627903,31533.91,208364.12,33.18,Card
797,07-04-2025,April,South,Anjali,Appliances,Washing Machine,11,32973,362703,38017.41,97646.56,26.92,UPI
798,14-06-2025,June,North,Meera,Appliances,Microwave,12,22699,272388,17528.35,51818.57,19.02,Cash
799,05-02-2026,February,South,Kiran,Electronics,Mouse,11,25193,277123,31685.95,87128.05,31.44,Cash
800,03-06-2026,June,East,Rahul,Electronics,Monitor,13,55849,726037,325.57,228114.17,31.42,UPI
801,15-01-2026,January,North,Anjali,Appliances,Microwave,7,5218,36526,2448.48,8247.78,22.58,UPI
802,16-12-2025,December,North,Meera,Office Supplies,Printer Paper,15,18596,278940,10656.98,88759.85,31.82,UPI
803,14-03-2026,March,East,Anjali,Furniture,Cabinet,2,41675,83350,3983.21,16368.07,19.64,UPI
804,30-09-2025,September,South,Kiran,Electronics,Laptop,12,42183,506196,1893.04,160052.88,31.62,UPI
805,01-09-2025,September,East,Meera,Office Supplies,Marker,10,44657,446570,36888.23,155175.99,34.75,Card
806,25-09-2025,September,North,Rohit,Furniture,Bookshelf,8,27027,216216,25534.62,40747.13,18.85,Cash
807,10-02-2025,February,East,Anjali,Electronics,Tablet,10,67961,679610,37990.22,100441.91,14.78,Card
808,21-06-2025,June,South,Anjali,Electronics,Phone,3,42976,128928,14932.97,42035.86,32.6,UPI
809,15-05-2026,May,North,Rohit,Appliances,Air Conditioner,2,7464,14928,1173.17,5439.33,36.44,Net Banking
810,29-06-2025,June,East,Meera,Office Supplies,Printer Paper,12,13972,167664,18483,47909.7,28.57,Cash
811,11-11-2025,November,South,Kiran,Appliances,Washing Machine,1,17868,17868,2210.19,5313.24,29.74,Net Banking
812,01-02-2026,February,Central,Rohit,Office Supplies,Marker,1,63582,63582,10897.59,4526.55,7.12,Card
813,26-07-2025,July,South,Rahul,Electronics,Mouse,12,24519,294228,18986.54,86541.77,29.41,UPI
814,06-09-2025,September,East,Meera,Office Supplies,Notebook,14,51077,715078,50713.16,203514.39,28.46,UPI
815,18-04-2026,April,South,Sneha,Appliances,Microwave,5,38771,193855,3448.03,76365.58,39.39,Card
816,22-04-2026,April,West,Anjali,Furniture,Cabinet,14,68517,959238,639.42,315044.8,32.84,Net Banking
817,19-05-2026,May,South,Sneha,Office Supplies,Pen Set,4,6640,26560,1612.74,3408.05,12.83,Cash
818,13-05-2026,May,East,Vikram,Appliances,Refrigerator,6,46786,280716,34902.11,25435.17,9.06,Net Banking
819,15-05-2025,May,West,Meera,Electronics,Phone,13,17109,222417,30555.52,47364.32,21.3,UPI
820,05-01-2025,January,Central,Kiran,Office Supplies,Notebook,4,29324,117296,21536.4,10595.31,9.03,Card
821,03-04-2025,April,Central,Vikram,Office Supplies,Envelope,10,51470,514700,84828.52,122353.49,23.77,Net Banking
822,11-01-2025,January,North,Neha,Electronics,Mouse,8,72005,576040,94244.58,92156.89,16,UPI
823,20-12-2025,December,West,Priya,Office Supplies,Envelope,11,31998,351978,61607.55,72020.84,20.46,UPI
824,07-03-2026,March,South,Anjali,Electronics,Tablet,10,46517,465170,80402.59,30039.84,6.46,Net Banking
825,22-10-2025,October,East,Vikram,Office Supplies,Pen Set,6,76229,457374,36954.93,89750.11,19.62,UPI
826,16-08-2025,August,East,Anjali,Office Supplies,Printer Paper,10,40597,405970,27237.11,89544.72,22.06,UPI
827,27-08-2025,August,Central,Rahul,Electronics,Keyboard,13,30101,391313,59460.5,43098.05,11.01,Net Banking
828,21-01-2025,January,West,Vikram,Appliances,Washing Machine,5,4915,24575,4853.56,1937.18,7.88,UPI
829,07-10-2025,October,West,Meera,Electronics,Keyboard,9,47274,425466,13497.38,155226.11,36.48,Net Banking
830,29-01-2025,January,East,Vikram,Furniture,Desk,14,27338,382732,26927.65,86276.57,22.54,Card
831,14-05-2025,May,South,Neha,Appliances,Refrigerator,8,19502,156016,18204.68,44819.97,28.73,UPI
832,03-02-2026,February,South,Anjali,Electronics,Monitor,4,31817,127268,11641.94,26887.43,21.13,Net Banking
833,08-02-2025,February,East,Sneha,Appliances,Air Conditioner,2,3341,6682,715.59,1160.5,17.37,UPI
834,08-07-2025,July,Central,Arjun,Furniture,Table,5,44139,220695,8238.99,70713.52,32.04,UPI
835,17-12-2025,December,West,Vikram,Office Supplies,Notebook,12,22533,270396,39504.79,69790.16,25.81,Card
836,27-09-2025,September,East,Priya,Office Supplies,Notebook,2,1310,2620,373.92,99.06,3.78,Net Banking
837,23-02-2026,February,North,Anjali,Electronics,Tablet,10,56663,566630,19222.02,114007.2,20.12,Net Banking
838,09-05-2026,May,East,Rahul,Furniture,Bookshelf,6,46206,277236,13888.47,58725.01,21.18,Net Banking
839,01-06-2025,June,Central,Rahul,Appliances,Microwave,8,19284,154272,15489.51,20967.33,13.59,Net Banking
840,25-01-2025,January,West,Kiran,Furniture,Cabinet,15,36694,550410,102258.27,7393.51,1.34,Card
841,11-02-2026,February,Central,Arjun,Electronics,Laptop,5,8341,41705,2229.44,11603.87,27.82,Net Banking
842,16-06-2026,June,West,Neha,Appliances,Refrigerator,12,77076,924912,2632.77,342210.18,37,Net Banking
843,12-06-2025,June,Central,Priya,Electronics,Keyboard,14,71201,996814,46248.51,161024.28,16.15,UPI
844,09-04-2025,April,East,Vikram,Office Supplies,Marker,15,64506,967590,85065.93,95803.38,9.9,UPI
845,15-06-2026,June,West,Sneha,Electronics,Monitor,12,35969,431628,80628.96,23762.63,5.51,Card
846,21-10-2025,October,South,Kiran,Furniture,Sofa,4,44567,178268,27419.4,22772.14,12.77,Cash
847,08-01-2025,January,West,Rohit,Electronics,Mouse,4,65582,262328,23901.03,81456.47,31.05,Net Banking
848,12-03-2025,March,South,Arjun,Furniture,Desk,5,12619,63095,4072.56,17065.29,27.05,UPI
849,09-01-2026,January,South,Rohit,Office Supplies,Notebook,4,51834,207336,13048.61,79223.12,38.21,Card
850,31-07-2025,July,East,Meera,Office Supplies,Printer Paper,8,27486,219888,13557.23,84678.08,38.51,Net Banking
851,28-05-2025,May,East,Rohit,Electronics,Laptop,1,56083,56083,6903.04,12414.12,22.14,Net Banking
852,28-03-2026,March,North,Vikram,Electronics,Laptop,12,56337,676044,121183.12,153229.08,22.67,Cash
853,30-03-2025,March,East,Rohit,Office Supplies,Pen Set,1,46979,46979,25.83,14900.32,31.72,Cash
854,16-08-2025,August,South,Anjali,Furniture,Desk,7,59969,419783,11622.69,121756.09,29,Cash
855,07-08-2025,August,West,Kiran,Furniture,Cabinet,5,31138,155690,27180.42,1222.37,0.79,Cash
856,10-03-2025,March,East,Neha,Appliances,Washing Machine,12,27034,324408,13135.37,111655.05,34.42,Net Banking
857,27-01-2026,January,West,Meera,Electronics,Laptop,1,62769,62769,1539.27,18373.24,29.27,Net Banking
858,31-03-2026,March,North,Meera,Appliances,Microwave,13,77019,1001247,117104.73,73302.51,7.32,Card
859,22-01-2025,January,North,Neha,Office Supplies,Pen Set,2,67930,135860,5277.88,55765.62,41.05,Net Banking
860,21-02-2025,February,West,Priya,Office Supplies,Marker,1,1245,1245,102.9,163.15,13.1,Net Banking
861,24-06-2025,June,West,Arjun,Office Supplies,Notebook,14,66485,930790,109698.95,276739.56,29.73,Net Banking
862,19-03-2026,March,South,Meera,Electronics,Phone,7,6756,47292,7358.65,2362.24,5,Cash
863,05-03-2025,March,East,Meera,Electronics,Phone,10,51912,519120,37273.08,143781.12,27.7,Cash
864,26-09-2025,September,South,Priya,Office Supplies,Notebook,9,4251,38259,2568.21,4575.03,11.96,Card
865,19-12-2025,December,North,Anjali,Furniture,Bookshelf,12,37539,450468,48122.97,107795.49,23.93,Card
866,03-02-2025,February,East,Rohit,Office Supplies,Pen Set,15,76850,1152750,165454.74,203485.07,17.65,UPI
