order_id,order_date,region,salesperson,category,product,quantity,unit_price,sales_amount,discount,profit,payment_mode
1225,2025-03-15,East,Anjali,Furniture,Cabinet,6,75799,454794,6556.0,148581.18,Net Banking
1226,2026-04-12,Central,Rahul,Electronics,Mouse,10,2359,23590,1230.72,6998.47,Card
1227,2025-11-08,West,Meera,Office Supplies,Notebook,8,77761,622088,6886.45,121410.29,UPI
1228,2026-04-12,West,Sneha,Office Supplies,Printer Paper,14,31665,443310,46600.48,33198.02,Cash
1229,2025-12-07,Central,Anjali,Office Supplies,Pen Set,1,8616,8616,1174.92,2017.61,Cash
1230,2025-04-14,West,Rohit,Furniture,Cabinet,5,15991,79955,15246.3,11531.11,Cash
1231,2026-03-07,South,Priya,Office Supplies,Printer Paper,15,19677,295155,6306.17,82078.21,UPI
1232,2025-06-07,North,Arjun,Furniture,Bookshelf,4,5024,20096,113.45,3967.36,Cash
1233,2025-06-11,South,Rohit,Electronics,Monitor,5,49174,245870,13428.51,92592.64,Cash
1234,2025-01-29,West,Meera,Furniture,Chair,13,3960,51480,10136.66,-510.41,Card
1235,2026-05-19,Central,Meera,Office Supplies,Notebook,15,77968,1169520,199446.48,233858.14,Card
1236,2025-11-11,South,Rohit,Office Supplies,Printer Paper,7,29697,207879,25002.89,61418.0,Card
1237,2025-04-24,Central,Priya,Electronics,Tablet,9,70161,631449,16549.22,117073.37,UPI
1238,2025-04-27,South,Arjun,Office Supplies,Pen Set,6,12611,75666,8603.89,19259.17,Cash
1239,2025-08-21,North,Kiran,Furniture,Cabinet,13,9403,122239,17994.91,16692.63,Cash
1240,2026-03-31,North,Arjun,Appliances,Mixer,13,28641,372333,14802.78,79293.08,Card
1241,2025-05-13,North,Rahul,Electronics,Mouse,10,71841,718410,14496.2,174879.96,Card
1242,2025-12-08,North,Anjali,Electronics,Keyboard,13,63926,831038,52004.31,319109.47,Net Banking
1243,2025-10-16,East,Vikram,Office Supplies,Printer Paper,12,75756,909072,52136.22,352458.98,Net Banking
1244,2026-05-03,South,Vikram,Office Supplies,Marker,9,856,7704,814.52,1361.51,Cash
1245,2025-03-18,Central,Sneha,Furniture,Chair,10,36128,361280,56619.15,53712.57,UPI
1246,2026-04-02,East,Rohit,Furniture,Desk,9,52463,472167,93834.85,79304.12,UPI
1247,2025-02-17,South,Rahul,Office Supplies,Stapler,1,49600,49600,439.05,11575.66,Cash
1248,2026-06-16,South,Vikram,Appliances,Air Conditioner,10,38824,388240,9755.87,109908.42,Net Banking
1249,2025-07-15,East,Priya,Office Supplies,Printer Paper,13,70373,914849,111831.13,193949.82,Cash
1250,2026-01-07,East,Rahul,Furniture,Chair,8,29931,239448,43821.4,13194.03,Cash
1251,2025-05-07,South,Priya,Electronics,Laptop,11,27820,306020,9368.42,84154.95,Cash
1252,2025-10-27,Central,Rohit,Electronics,Mouse,3,74912,224736,10543.63,52568.81,Card
1253,2025-01-17,East,Kiran,Electronics,Monitor,6,46081,276486,37987.13,31559.81,Card
1254,2025-02-20,South,Sneha,Furniture,Desk,5,74962,374810,25848.38,54665.03,UPI
1255,2025-11-30,South,Neha,Appliances,Refrigerator,11,43706,480766,55827.57,97189.72,Net Banking
1256,2025-03-15,North,Priya,Electronics,Monitor,15,2396,35940,105.21,13471.08,Card
1257,2026-02-25,Central,Rohit,Electronics,Mouse,2,28851,57702,1098.69,10549.36,Net Banking
1258,2025-11-11,South,Anjali,Appliances,Mixer,6,22116,132696,26273.61,3882.65,Card
1259,2025-06-13,Central,Anjali,Furniture,Table,4,43940,175760,32849.34,6082.85,Card
1260,2025-04-09,North,Vikram,Electronics,Laptop,3,16687,50061,9632.57,2158.29,UPI
1261,2026-04-08,Central,Meera,Furniture,Table,14,2646,37044,4396.33,8609.54,Cash
1262,2026-01-20,East,Sneha,Appliances,Air Conditioner,7,60237,421659,76444.78,104497.81,Net Banking
1263,2025-07-18,East,Vikram,Office Supplies,Printer Paper,4,79405,317620,18806.45,111537.39,UPI
1264,2025-06-02,Central,Anjali,Appliances,Refrigerator,10,9901,99010,16908.28,9400.28,UPI
1265,2025-11-19,North,Kiran,Electronics,Mouse,11,2220,24420,3708.36,1206.82,Net Banking
1266,2026-06-06,East,Rohit,Furniture,Desk,13,19691,255983,28014.23,83982.55,UPI
1267,2025-11-20,East,Meera,Electronics,Monitor,12,55641,667692,74284.88,46870.18,Card
1268,2025-10-16,West,Vikram,Furniture,Sofa,14,29463,412482,12979.3,140262.12,Net Banking
1269,2025-11-09,North,Anjali,Furniture,Cabinet,9,34211,307899,8287.76,65924.27,Net Banking
1270,2026-02-20,East,Neha,Office Supplies,Printer Paper,9,34821,313389,28103.64,89691.28,Card
1271,2025-10-31,East,Sneha,Appliances,Mixer,13,34023,442299,10738.94,75954.22,UPI
1272,2025-12-22,Central,Vikram,Furniture,Cabinet,11,970,10670,1534.07,2086.01,Card
1273,2026-01-26,Central,Rahul,Office Supplies,Printer Paper,3,7299,21897,2431.48,2630.29,Net Banking
1274,2026-04-15,North,Rohit,Furniture,Desk,10,17772,177720,10198.17,40249.23,Net Banking
1275,2026-01-20,South,Kiran,Office Supplies,Printer Paper,3,63946,191838,12882.87,29982.38,UPI
1276,2026-02-14,East,Neha,Furniture,Cabinet,1,26625,26625,1472.04,9949.31,Card
1277,2026-05-22,South,Rohit,Furniture,Cabinet,10,41699,416990,34206.84,105050.66,Net Banking
1278,2026-03-30,Central,Neha,Electronics,Mouse,6,26511,159066,11124.52,28124.05,Net Banking
1279,2025-07-08,Central,Rohit,Electronics,Tablet,11,75697,832667,20516.28,284975.15,Card
1280,2026-04-20,South,Vikram,Appliances,Microwave,10,27409,274090,40979.47,34164.91,Net Banking
1281,2025-08-11,North,Anjali,Appliances,Air Conditioner,6,33254,199524,16346.91,49969.7,Card
1282,2026-02-10,Central,Arjun,Electronics,Monitor,10,76733,767330,6912.62,301053.03,Card
1283,2026-05-30,West,Anjali,Furniture,Desk,5,27117,135585,21695.38,34504.44,Card
1284,2025-06-28,South,Rahul,Appliances,Mixer,10,16188,161880,3516.93,41470.35,Card
1285,2025-09-10,South,Rahul,Furniture,Desk,5,54858,274290,51624.34,24981.82,UPI
1286,2025-06-09,South,Vikram,Office Supplies,Envelope,13,16497,214461,19282.56,25369.4,Net Banking
1287,2025-12-15,North,Meera,Furniture,Table,2,6532,13064,1881.79,1509.56,Net Banking
1288,2025-12-06,Central,Kiran,Electronics,Laptop,7,39550,276850,12857.54,92927.26,Net Banking
1289,2026-05-28,West,Vikram,Office Supplies,Envelope,3,68046,204138,30506.24,18026.07,Cash
1290,2025-02-14,South,Kiran,Electronics,Keyboard,6,59224,355344,1590.11,132941.08,Cash
1291,2026-03-25,West,Sneha,Appliances,Refrigerator,12,46063,552756,29382.78,103843.63,Net Banking
1292,2025-03-20,West,Neha,Appliances,Microwave,9,54703,492327,24835.44,190639.05,Net Banking
1293,2026-01-24,East,Meera,Office Supplies,Marker,11,1824,20064,1274.97,5403.66,Cash
1294,2025-02-17,East,Meera,Office Supplies,Stapler,1,12759,12759,1458.14,2181.23,Net Banking
1295,2026-04-05,East,Sneha,Appliances,Refrigerator,7,40780,285460,49806.37,71965.65,Card
1296,2025-08-29,Central,Rahul,Office Supplies,Envelope,15,39403,591045,61153.87,152582.66,Net Banking
1297,2025-07-23,Central,Neha,Appliances,Washing Machine,6,13370,80220,1015.32,18387.17,UPI
1298,2025-07-19,West,Neha,Appliances,Refrigerator,13,42834,556842,43644.21,85697.04,Cash
1299,2025-09-12,West,Priya,Furniture,Sofa,12,77337,928044,11801.99,200939.31,Cash
1300,2026-06-04,Central,Meera,Office Supplies,Notebook,4,3927,15708,2482.06,1743.77,Cash
1301,2025-08-15,Central,Rahul,Furniture,Table,3,9757,29271,2632.14,6844.55,Net Banking
1302,2026-01-14,Central,Rohit,Electronics,Phone,9,76185,685665,9598.48,291012.72,Net Banking
1303,2025-07-17,North,Sneha,Furniture,Desk,7,13081,91567,9754.9,14015.71,Card
1304,2025-12-22,South,Sneha,Electronics,Mouse,7,65397,457779,88290.51,102282.56,Net Banking
1305,2025-04-23,East,Neha,Appliances,Refrigerator,4,25795,103180,8772.48,20093.37,UPI
1306,2025-02-12,Central,Neha,Appliances,Refrigerator,9,56195,505755,17017.6,209914.38,UPI
1307,2025-02-25,North,Rahul,Appliances,Washing Machine,6,35166,210996,13692.41,42245.76,Net Banking
1308,2025-01-12,East,Neha,Furniture,Table,4,10485,41940,5860.51,6991.98,UPI
1309,2025-04-27,Central,Anjali,Office Supplies,Marker,10,24730,247300,14864.5,32750.6,Card
1310,2025-07-18,Central,Kiran,Furniture,Cabinet,1,48334,48334,6621.81,8731.8,Cash
1311,2026-05-11,Central,Meera,Appliances,Air Conditioner,4,22046,88184,10265.77,25320.89,UPI
1312,2025-11-20,South,Sneha,Appliances,Washing Machine,15,59729,895935,15354.24,202019.19,UPI
1313,2026-02-23,East,Vikram,Electronics,Tablet,15,59882,898230,141581.04,149518.19,Card
1314,2026-01-02,East,Rohit,Office Supplies,Pen Set,6,44661,267966,14623.78,55621.16,UPI
1315,2026-05-17,Central,Rahul,Furniture,Bookshelf,7,52058,364406,51430.94,29259.68,Card
1316,2025-07-23,Central,Neha,Electronics,Mouse,5,9596,47980,8334.64,6573.96,Net Banking
1317,2025-02-26,Central,Anjali,Appliances,Refrigerator,8,13350,106800,13131.92,13773.54,Card
1318,2025-05-07,North,Priya,Furniture,Cabinet,4,71141,284564,4971.0,110707.17,UPI
1319,2025-11-20,East,Rahul,Electronics,Keyboard,1,35690,35690,1482.51,11441.88,Net Banking
1320,2025-02-18,West,Anjali,Office Supplies,Envelope,10,66389,663890,8418.68,182194.62,UPI
1321,2025-02-14,West,Neha,Appliances,Refrigerator,4,70069,280276,46456.11,75672.97,Cash
1322,2025-03-19,North,Vikram,Furniture,Chair,7,46819,327733,5842.53,96504.53,UPI
1323,2025-04-06,West,Priya,Office Supplies,Pen Set,3,32406,97218,971.5,35303.56,Net Banking
1324,2026-05-09,South,Kiran,Office Supplies,Envelope,2,31417,62834,12480.82,-1005.49,Net Banking
1325,2026-04-21,West,Meera,Appliances,Refrigerator,10,19890,198900,5699.83,78658.25,Net Banking
1326,2025-02-04,North,Rahul,Electronics,Monitor,4,33407,133628,19108.91,22159.33,Card
1327,2025-12-30,Central,Arjun,Office Supplies,Envelope,6,10865,65190,730.24,22885.85,Card
1328,2025-04-23,West,Neha,Electronics,Tablet,10,35689,356890,69518.97,-1559.29,Card
1329,2025-09-04,North,Priya,Electronics,Phone,6,48358,290148,121.85,90646.82,UPI
1330,2026-03-16,South,Rohit,Electronics,Laptop,7,22237,155659,29457.85,15892.68,Card
1331,2025-09-15,South,Anjali,Office Supplies,Pen Set,13,77139,1002807,39597.38,197219.71,Card
1332,2026-01-11,West,Neha,Electronics,Phone,11,78676,865436,121181.17,139045.39,Card
1333,2026-01-07,Central,Rahul,Furniture,Sofa,9,24707,222363,8254.33,87747.09,Net Banking
1334,2025-11-22,East,Vikram,Electronics,Phone,13,42121,547573,8539.64,140170.65,Card
1335,2025-05-06,Central,Kiran,Appliances,Air Conditioner,11,13394,147334,13714.96,44652.65,Cash
1336,2025-02-13,South,Kiran,Appliances,Washing Machine,8,56955,455640,12992.07,174348.36,Net Banking
1337,2025-10-29,South,Vikram,Office Supplies,Stapler,6,63768,382608,76267.62,39410.82,UPI
1338,2026-05-01,East,Neha,Furniture,Cabinet,4,33952,135808,16403.96,18433.17,UPI
1339,2025-03-24,East,Arjun,Office Supplies,Stapler,10,66294,662940,5389.54,169303.6,Card
1340,2025-05-05,North,Arjun,Furniture,Sofa,1,40375,40375,4546.0,6897.56,Card
1341,2025-03-21,South,Meera,Office Supplies,Notebook,15,5489,82335,4977.23,13394.16,Cash
1342,2025-06-25,South,Rohit,Electronics,Phone,2,34576,69152,4045.62,18958.15,UPI
1343,2026-03-11,North,Arjun,Appliances,Microwave,6,72690,436140,78174.77,23589.92,Net Banking
1344,2025-05-13,North,Meera,Office Supplies,Marker,8,66640,533120,63488.93,35639.86,Card
1345,2025-02-04,East,Rohit,Electronics,Phone,11,18021,198231,11191.75,67636.48,Card
1346,2025-10-01,North,Anjali,Office Supplies,Marker,11,12626,138886,9767.27,50979.88,Net Banking
1347,2025-07-05,East,Rohit,Electronics,Tablet,6,31456,188736,35716.46,33946.6,Card
1348,2025-12-24,North,Neha,Appliances,Microwave,15,65360,980400,89972.78,132233.49,Card
1349,2025-12-24,West,Priya,Appliances,Washing Machine,6,69934,419604,80194.56,97486.18,Card
1350,2026-02-02,West,Vikram,Office Supplies,Pen Set,12,26168,314016,18833.32,72077.16,Card
1351,2025-04-22,East,Kiran,Office Supplies,Envelope,7,36768,257376,2368.77,57069.34,Card
1352,2026-05-29,West,Neha,Electronics,Monitor,3,79059,237177,30817.23,33176.2,Cash
1353,2026-01-08,North,Priya,Electronics,Laptop,13,10615,137995,13459.12,19079.3,Card
1354,2026-04-29,South,Kiran,Electronics,Laptop,1,25080,25080,2625.44,3205.36,Cash
1355,2025-03-19,Central,Priya,Furniture,Table,4,5760,23040,4104.18,1453.78,UPI
1356,2025-01-30,North,Meera,Appliances,Air Conditioner,4,37717,150868,2565.49,57819.0,UPI
1357,2025-03-05,South,Neha,Appliances,Washing Machine,6,31812,190872,25076.22,42308.7,Cash
1358,2025-10-16,North,Sneha,Furniture,Cabinet,5,29869,149345,20293.75,14751.16,UPI
1359,2025-11-07,South,Sneha,Appliances,Mixer,4,6507,26028,5170.55,-55.35,Card
1360,2025-11-06,East,Neha,Appliances,Refrigerator,13,27644,359372,15613.54,76556.74,Card
1361,2025-05-18,West,Rahul,Office Supplies,Pen Set,4,27548,110192,2805.94,18923.33,Cash
1362,2025-08-09,South,Rohit,Office Supplies,Pen Set,11,54027,594297,117495.36,115023.75,Net Banking
1363,2025-09-25,South,Arjun,Furniture,Chair,2,50511,101022,13269.51,14692.24,UPI
1364,2026-06-25,Central,Rahul,Office Supplies,Printer Paper,8,51607,412856,33997.59,63643.56,Net Banking
1365,2025-07-10,East,Vikram,Electronics,Tablet,12,3090,37080,808.96,9181.32,UPI
1366,2025-09-27,West,Arjun,Office Supplies,Pen Set,11,60976,670736,118124.85,5662.85,Net Banking
1367,2025-09-20,West,Meera,Office Supplies,Printer Paper,12,44828,537936,18120.86,199872.16,Cash
1368,2026-06-23,Central,Kiran,Office Supplies,Marker,1,2745,2745,456.19,187.93,UPI
1369,2025-09-28,South,Rohit,Furniture,Chair,3,22938,68814,13416.61,-997.74,UPI
1370,2025-02-09,East,Arjun,Electronics,Monitor,6,10207,61242,1052.82,10385.26,Net Banking
1371,2026-01-05,North,Sneha,Furniture,Sofa,10,56603,566030,79387.64,96427.13,Net Banking
1372,2026-03-08,North,Rahul,Office Supplies,Stapler,8,12742,101936,13794.72,8123.53,Card
1373,2025-09-03,South,Kiran,Appliances,Refrigerator,2,44922,89844,7227.11,31094.84,UPI
1374,2026-02-25,South,Anjali,Appliances,Refrigerator,10,75531,755310,59963.23,90648.45,Net Banking
1375,2025-11-02,West,Kiran,Electronics,Mouse,13,72322,940186,34676.77,359367.91,Net Banking
1376,2025-10-21,East,Anjali,Appliances,Air Conditioner,2,45237,90474,1859.51,30756.17,Cash
1377,2025-11-20,Central,Rahul,Appliances,Microwave,3,19363,58089,8475.2,3605.21,UPI
1378,2025-06-30,North,Rohit,Appliances,Mixer,7,53971,377797,56288.84,78260.82,Card
1379,2025-02-16,West,Rahul,Office Supplies,Stapler,7,13813,96691,10393.92,22687.87,Card
1380,2025-07-08,West,Sneha,Office Supplies,Envelope,15,46513,697695,87881.66,206918.27,UPI
1381,2025-08-19,West,Meera,Office Supplies,Marker,3,22452,67356,6267.3,14601.12,Card
1382,2026-01-30,South,Sneha,Office Supplies,Marker,7,16559,115913,11080.46,29464.93,Cash
1383,2025-12-16,Central,Rahul,Furniture,Cabinet,15,22413,336195,18586.12,91483.35,UPI
1384,2025-09-03,East,Neha,Electronics,Tablet,11,70491,775401,9757.76,298839.38,Cash
1385,2025-09-22,Central,Anjali,Electronics,Keyboard,9,44718,402462,61025.41,31127.67,Net Banking
1386,2026-02-26,East,Arjun,Furniture,Desk,12,64710,776520,50465.47,215220.26,UPI
1387,2025-12-26,East,Anjali,Appliances,Refrigerator,2,33468,66936,9753.6,17566.99,Card
1388,2025-12-25,Central,Rahul,Electronics,Keyboard,13,13216,171808,22261.38,38239.17,Net Banking
1389,2025-04-30,West,Rohit,Electronics,Keyboard,2,13510,27020,1125.64,6838.55,Net Banking
1390,2025-11-05,West,Meera,Furniture,Table,3,21780,65340,4508.47,17049.89,Net Banking
1391,2025-12-18,South,Kiran,Appliances,Washing Machine,13,7512,97656,10466.66,30984.74,Cash
1392,2025-05-05,North,Meera,Office Supplies,Stapler,3,16898,50694,6504.45,6116.78,Net Banking
1393,2025-07-18,North,Sneha,Electronics,Phone,1,41855,41855,4253.1,11450.31,Net Banking
1394,2026-03-29,Central,Meera,Furniture,Desk,3,4046,12138,996.3,2658.49,Net Banking
1395,2026-03-09,Central,Rahul,Office Supplies,Envelope,6,46078,276468,48691.05,60497.42,Card
1396,2025-04-09,Central,Sneha,Office Supplies,Pen Set,13,75690,983970,125942.99,124253.18,Cash
1397,2026-02-15,North,Rahul,Office Supplies,Envelope,2,55931,111862,6616.74,18186.52,Net Banking
1398,2026-04-26,South,Rohit,Office Supplies,Notebook,10,21613,216130,13202.35,36428.19,Card
1399,2025-12-22,East,Rahul,Electronics,Mouse,4,12900,51600,5975.06,15461.42,UPI
1400,2026-01-25,North,Vikram,Furniture,Desk,3,27305,81915,3816.73,22134.88,UPI
1401,2026-01-20,North,Priya,Furniture,Desk,8,30956,247648,7972.47,43462.38,Net Banking
1402,2025-04-30,West,Meera,Furniture,Chair,3,72848,218544,5486.52,40168.84,Cash
1403,2026-06-12,East,Priya,Appliances,Mixer,13,21813,283569,20430.18,105670.25,Card
1404,2026-06-08,Central,Sneha,Appliances,Washing Machine,12,11475,137700,22468.17,21534.33,Net Banking
1405,2025-11-15,East,Sneha,Office Supplies,Notebook,4,72978,291912,15475.76,72150.72,Cash
1406,2025-03-18,Central,Arjun,Appliances,Air Conditioner,14,2313,32382,568.32,7540.92,UPI
1407,2025-02-15,South,Meera,Appliances,Mixer,10,4686,46860,7974.1,8312.13,Cash
1408,2025-03-01,West,Vikram,Appliances,Mixer,6,60658,363948,70957.74,58589.68,UPI
1409,2026-04-25,East,Kiran,Office Supplies,Printer Paper,2,41988,83976,2301.63,20239.57,UPI
1410,2026-05-04,Central,Kiran,Furniture,Desk,2,79643,159286,18307.91,14712.72,UPI
1411,2025-08-28,Central,Rohit,Office Supplies,Marker,11,12144,133584,23438.73,27442.34,Card
1412,2026-06-18,West,Rohit,Office Supplies,Envelope,3,10287,30861,4445.27,3399.14,Card
1413,2025-07-15,North,Neha,Office Supplies,Envelope,1,38199,38199,3943.93,6690.13,Card
1414,2026-06-21,North,Sneha,Appliances,Microwave,2,36938,73876,9108.49,12475.49,Card
1415,2025-06-12,South,Sneha,Office Supplies,Pen Set,13,55966,727558,12054.03,273034.23,Cash
1416,2025-11-15,South,Anjali,Appliances,Air Conditioner,7,45459,318213,20947.88,113527.06,Net Banking
1417,2026-05-21,North,Kiran,Appliances,Mixer,10,6972,69720,1933.97,20040.58,Net Banking
1418,2026-06-16,East,Anjali,Electronics,Monitor,4,11660,46640,3192.32,13693.75,Cash
1419,2025-04-27,North,Arjun,Office Supplies,Pen Set,8,5000,40000,2312.14,15282.45,Card
1420,2025-02-08,South,Kiran,Electronics,Laptop,12,50341,604092,111712.8,7360.4,Net Banking
1421,2026-02-16,North,Neha,Appliances,Microwave,11,29432,323752,44961.75,29503.96,Cash
1422,2025-08-29,Central,Meera,Furniture,Bookshelf,4,79301,317204,17484.23,93349.59,Card
1423,2025-05-17,South,Rahul,Electronics,Mouse,12,10868,130416,9317.25,33011.36,Cash
1424,2025-09-19,South,Priya,Appliances,Mixer,6,70898,425388,38289.94,67825.13,Net Banking
1425,2026-05-01,West,Neha,Office Supplies,Marker,9,50456,454104,1892.57,165823.41,UPI
1426,2025-10-17,North,Arjun,Furniture,Desk,3,55376,166128,7444.91,28218.3,Cash
1427,2025-06-25,East,Meera,Office Supplies,Pen Set,13,56561,735293,8249.87,263955.42,UPI
1428,2026-03-31,West,Sneha,Office Supplies,Envelope,5,70034,350170,22014.88,59401.64,Cash
1429,2025-05-07,North,Rahul,Office Supplies,Pen Set,3,74112,222336,11917.77,30396.23,UPI
1430,2026-03-17,East,Rahul,Appliances,Washing Machine,11,72159,793749,34044.96,241701.49,Cash
1431,2025-01-01,West,Meera,Appliances,Air Conditioner,13,64705,841165,143545.03,73375.2,Card
1432,2026-02-09,West,Rahul,Electronics,Laptop,9,26087,234783,44476.09,9827.99,UPI
1433,2025-09-30,North,Priya,Office Supplies,Pen Set,9,30942,278478,8641.38,53649.36,Card
1434,2025-12-15,West,Vikram,Office Supplies,Marker,15,11926,178890,29744.87,16967.92,Cash
1435,2025-04-17,West,Rohit,Electronics,Keyboard,6,34527,207162,21491.21,56742.09,Net Banking
1436,2025-09-24,West,Arjun,Office Supplies,Marker,7,66529,465703,27343.84,124889.24,Cash
1437,2025-02-28,South,Priya,Office Supplies,Pen Set,13,50440,655720,16984.73,123329.6,UPI
1438,2025-02-02,North,Priya,Furniture,Bookshelf,5,9034,45170,6308.5,4459.03,UPI
1439,2025-07-24,North,Anjali,Furniture,Desk,13,41708,542204,95638.66,58694.17,Cash
1440,2026-04-02,East,Kiran,Furniture,Sofa,4,28752,115008,12385.89,35826.98,Card
1441,2025-03-16,East,Anjali,Appliances,Air Conditioner,13,22508,292604,19073.89,35454.47,UPI
1442,2025-09-23,East,Meera,Office Supplies,Stapler,12,66348,796176,137985.32,77796.39,Net Banking
1443,2026-01-30,South,Priya,Appliances,Refrigerator,10,42386,423860,81967.78,27837.15,Net Banking
1444,2025-04-24,East,Rahul,Appliances,Mixer,3,58259,174777,21432.6,35568.17,Card
1445,2025-07-24,East,Anjali,Office Supplies,Pen Set,2,79962,159924,9569.09,31747.67,Cash
1446,2025-10-18,West,Priya,Electronics,Mouse,12,32975,395700,15614.79,107915.9,Net Banking
1447,2025-08-02,South,Rahul,Appliances,Air Conditioner,10,40683,406830,68928.95,7468.64,Net Banking
1448,2025-04-28,Central,Anjali,Office Supplies,Marker,2,31263,62526,7840.41,18784.24,Card
1449,2025-08-24,North,Meera,Office Supplies,Printer Paper,6,34336,206016,16442.32,27128.04,UPI
1450,2025-05-02,South,Anjali,Appliances,Refrigerator,5,12476,62380,9166.7,12317.87,UPI
1451,2025-07-31,West,Vikram,Appliances,Mixer,7,54095,378665,31002.83,40806.24,Card
1452,2025-02-12,West,Vikram,Office Supplies,Pen Set,14,58455,818370,27134.21,189878.45,UPI
1453,2025-09-06,East,Kiran,Furniture,Bookshelf,13,41636,541268,3197.54,233028.77,UPI
1454,2026-04-02,West,Meera,Furniture,Chair,9,61274,551466,85428.41,141193.95,Net Banking
1455,2025-01-01,Central,Arjun,Office Supplies,Stapler,15,79318,1189770,47341.28,188588.54,Net Banking
1456,2025-10-19,West,Rohit,Appliances,Refrigerator,13,68515,890695,112871.68,128037.83,Cash
1457,2025-11-11,South,Arjun,Office Supplies,Envelope,9,9629,86661,2518.31,28199.95,Card
1458,2025-12-12,North,Arjun,Electronics,Laptop,13,41962,545506,102460.08,39765.79,UPI
1459,2025-08-08,Central,Vikram,Furniture,Sofa,10,6668,66680,12870.44,5357.03,Net Banking
1460,2025-11-05,Central,Vikram,Furniture,Chair,2,55223,110446,19680.15,1987.91,UPI
1461,2026-01-12,East,Kiran,Electronics,Laptop,8,55532,444256,5182.97,134273.83,UPI
1462,2025-07-15,North,Sneha,Furniture,Cabinet,13,51662,671606,20970.14,204339.32,Net Banking
1463,2025-03-12,East,Kiran,Appliances,Air Conditioner,5,39917,199585,31265.54,4862.48,UPI
1464,2025-01-29,Central,Arjun,Furniture,Chair,10,24117,241170,15504.98,42358.59,UPI
1465,2026-05-28,South,Rohit,Furniture,Cabinet,3,52187,156561,19766.71,27198.4,Cash
1466,2025-07-26,West,Arjun,Appliances,Air Conditioner,13,39069,507897,92485.26,11125.86,UPI
1467,2025-10-22,North,Anjali,Appliances,Microwave,8,71246,569968,32974.27,193046.81,Cash
1468,2025-07-21,North,Rohit,Electronics,Tablet,15,54979,824685,57104.86,176319.14,Net Banking
1469,2026-02-20,West,Anjali,Appliances,Washing Machine,8,45736,365888,40674.19,105948.9,UPI
1470,2025-06-21,South,Anjali,Electronics,Mouse,10,39226,392260,427.87,92186.42,Card
1471,2025-03-27,West,Kiran,Office Supplies,Pen Set,14,5293,74102,7625.99,8593.38,Cash
1472,2025-05-03,South,Rohit,Appliances,Microwave,4,39351,157404,11868.28,35569.08,Net Banking
1473,2026-02-27,West,Meera,Appliances,Air Conditioner,7,79478,556346,89814.62,69843.67,UPI
1474,2026-05-21,Central,Vikram,Appliances,Washing Machine,3,741,2223,48.86,356.46,UPI
1475,2026-02-05,North,Rohit,Electronics,Keyboard,11,3677,40447,3656.79,14045.1,Card
1476,2025-01-18,North,Meera,Office Supplies,Marker,5,24042,120210,13945.01,39782.18,Cash
1477,2025-07-20,South,Anjali,Furniture,Chair,12,70267,843204,67113.01,137214.41,Cash
1478,2025-01-19,North,Rahul,Appliances,Air Conditioner,14,65932,923048,114584.35,135347.76,UPI
1479,2026-03-10,Central,Anjali,Office Supplies,Marker,14,29878,418292,45164.33,141447.13,Card
1480,2025-07-03,North,Neha,Furniture,Bookshelf,10,3231,32310,2524.97,3367.28,Card
1481,2025-03-29,West,Neha,Electronics,Keyboard,3,34183,102549,4243.71,20056.89,Net Banking
1482,2025-06-26,South,Rohit,Appliances,Mixer,2,51478,102956,19724.41,23189.3,Cash
1483,2025-10-13,South,Arjun,Electronics,Mouse,2,34724,69448,57.28,22867.18,Net Banking
1484,2026-01-27,North,Arjun,Furniture,Desk,14,2294,32116,1564.59,11093.67,Cash
1485,2025-05-12,East,Anjali,Appliances,Air Conditioner,1,18785,18785,3257.01,5092.84,Card
1486,2025-03-19,North,Vikram,Electronics,Tablet,3,64992,194976,10670.84,34560.38,UPI
1487,2025-07-17,North,Meera,Electronics,Keyboard,7,55784,390488,66874.63,94819.85,Cash
1488,2025-01-06,East,Rahul,Appliances,Washing Machine,1,18680,18680,1196.92,5192.38,Cash
1489,2025-03-30,East,Priya,Appliances,Mixer,2,39787,79574,13124.07,22611.14,UPI
1490,2025-06-22,Central,Meera,Electronics,Keyboard,11,57458,632038,89226.37,102027.99,UPI
1491,2025-07-09,North,Priya,Office Supplies,Pen Set,13,13634,177242,26904.77,16639.16,UPI
1492,2025-12-15,West,Priya,Appliances,Mixer,14,22423,313922,8382.71,87864.77,Net Banking
1493,2026-02-06,North,Meera,Electronics,Mouse,13,66221,860873,61452.6,214434.66,Card
1494,2026-06-24,South,Priya,Office Supplies,Notebook,1,32771,32771,821.2,5365.89,Net Banking
1495,2026-03-06,North,Priya,Electronics,Laptop,12,49612,595344,78101.65,176026.02,Net Banking
1496,2025-12-13,West,Rohit,Appliances,Microwave,6,56321,337926,45680.64,34539.6,Card
1497,2025-04-01,Central,Arjun,Electronics,Keyboard,15,58901,883515,58662.92,153569.29,UPI
1498,2026-02-24,Central,Vikram,Furniture,Table,11,71066,781726,26889.46,207929.92,Cash
1499,2025-09-05,South,Rohit,Appliances,Refrigerator,7,76708,536956,3308.84,116390.23,Net Banking
1500,2025-07-16,East,Meera,Electronics,Tablet,12,21381,256572,31695.6,38083.88,UPI
1501,2026-01-25,South,Neha,Appliances,Microwave,13,15319,199147,16753.07,43568.97,Card
1502,2026-03-15,North,Kiran,Electronics,Mouse,11,12784,140624,19800.53,28247.84,Cash
